Cust ID,Order #,Order Date,Total $,SKU Category,Qty
C0212,ORD108362,2024-11-19,1172.83,Accessories,4
C0066,ORD101722,07/22/2024,,Accessories,2
C0862,ORD109656,Feb 14 2024,$506.67,Accessories,2
C0002,ORD109581,Sep 08 2024,55.60,Electronics,3
C0589,ORD107966,2024-02-28,$33.41,,1
C0776,ORD103471,25-09-2024,$764.70,Sports,8
C0102,ORD100101,Jun 30 2024,547.65,Accessories,4
C0457,ORD107744,May 27 2024,"1,009.91",Footwear,5
C0250,ORD107328,23-02-2024,555.16,Footwear,8
C0447,ORD100446,Feb 07 2024,353.00,Accessories,1
C0949,ORD103740,06/23/2024,279.72,Sports,3
C0640,ORD104424,2024-04-12,$558.55,Accessories,8
C0894,ORD107432,Jun 06 2024,678.73,Beauty,8
C0345,ORD107451,2024-04-29,442.43,Sports,2
C0537,ORD105121,25-01-2024,1166.36,Accessories,1
C0388,ORD104692,12-03-2024,$328.45,Sports,2
C0776,ORD104032,11/30/2024,585.38,Electronics,3
C0258,ORD102325,06/24/2024,$308.99,Footwear,6
C0105,ORD105830,07/09/2024,1041.35,Sports,1
C0161,ORD103850,12/07/2024,66.12,Electronics,1
C0627,ORD108562,2024-05-15,$58.30,Sports,1
C0091,ORD104824,2024-03-26,68.95,Beauty,6
C0042,ORD109516,2024-10-01,961.39,Sports,8
C0119,ORD107098,12-06-2024,726.09,Home,8
C0306,ORD107550,04/23/2024,$686.52,Electronics,1
C0606,ORD101227,Dec 06 2024,"1,147.69",Sports,2
C0509,ORD109317,05/18/2024,$944.63,Sports,7
C0944,ORD102806,Nov 03 2024,854.49,Footwear,3
C0190,ORD101278,Jun 16 2024,786.53,Beauty,7
C0394,ORD104537,2024-09-17,$1109.17,Electronics,8
C0989,ORD108686,09/13/2024,740.82,,8
C0055,ORD100054,Sep 05 2024,"1,006.85",,6
C0698,ORD102858,2024-01-24,$215.66,Electronics,2
C0822,ORD105434,2024-10-23,,Accessories,6
C0418,ORD108422,2024-09-06,,Apparel,6
C0618,ORD100617,2024-09-10,$770.34,Footwear,8
C0816,ORD101807,Oct 01 2024,194.84,Home,7
C0189,ORD102062,17-04-2024,$591.29,Accessories,7
C0876,ORD106013,Jan 23 2024,242.70,Electronics,6
C0539,ORD106268,2024-04-15,$588.88,Apparel,3
C0960,ORD104024,2024-05-24,$667.82,Accessories,5
C0086,ORD107055,04/21/2024,,Electronics,3
C0289,ORD108745,2024-06-10,133.62,Accessories,4
C0543,ORD109080,22-01-2024,652.54,Electronics,1
C0129,ORD109092,Jan 22 2024,$672.13,Home,7
C0383,ORD102170,2024-01-31,256.98,Home,6
C0581,ORD105141,19-07-2024,568.52,Beauty,8
C0485,ORD102998,2024-12-29,73.89,Sports,5
C0487,ORD100486,02/28/2024,989.79,Accessories,3
C0997,ORD105586,Mar 08 2024,$857.51,Footwear,7
C0964,ORD107008,05-05-2024,$370.86,Footwear,6
C0658,ORD106758,02/19/2024,837.67,Sports,3
C0816,ORD100815,Jul 31 2024,993.83,,5
C0031,ORD109027,04-08-2024,$121.96,Sports,4
C0115,ORD103922,08/11/2024,$322.88,Beauty,1
C0959,ORD102910,06/20/2024,292.76,Apparel,1
C0204,ORD100203,2024-01-02,732.18,Accessories,5
C0060,ORD102307,2024-09-28,696.13,Electronics,1
C0973,ORD101984,2024-07-30,514.63,,5
C0505,ORD109819,24-08-2024,551.32,Home,1
C0226,ORD105070,Dec 26 2024,711.76,Beauty,6
C0748,ORD101030,Nov 14 2024,864.77,Apparel,1
C0718,ORD109662,30-08-2024,76.97,Apparel,4
C0483,ORD109897,12/16/2024,"1,115.52",Apparel,8
C0790,ORD106641,Jun 29 2024,$1185.43,Accessories,5
C0587,ORD102289,2024-09-09,501.90,Sports,2
C0870,ORD103003,22-12-2024,164.60,Apparel,2
C0582,ORD102058,13-04-2024,$262.92,Sports,2
C0625,ORD109887,04/10/2024,274.87,Accessories,3
C0208,ORD106991,2024-01-21,347.90,Electronics,7
C0553,ORD100552,02/18/2024,838.25,Beauty,6
C0958,ORD105800,04/24/2024,148.52,Home,6
C0824,ORD103241,05/02/2024,794.39,Footwear,3
C0388,ORD106336,2024-12-26,$1189.77,,1
C0498,ORD103353,15-06-2024,$1134.34,Electronics,1
C0853,ORD107608,07/23/2024,670.96,Beauty,1
C0942,ORD106642,2024-07-07,$426.46,Accessories,5
C0895,ORD104392,13-01-2024,$106.70,Sports,6
C0086,ORD103055,Sep 25 2024,945.82,Sports,7
C0160,ORD105299,Apr 02 2024,$417.91,Footwear,2
C0753,ORD109518,2024-04-10,484.88,Beauty,5
C0308,ORD109755,08/27/2024,759.13,Footwear,3
C0406,ORD103791,07/09/2024,1126.24,Accessories,3
C0065,ORD108854,Aug 12 2024,650.28,Footwear,1
C0348,ORD107501,Aug 19 2024,910.10,Sports,3
C0392,ORD100391,2024-07-25,155.97,Sports,3
C0457,ORD106171,2024-11-10,951.77,Sports,1
C0282,ORD105454,2024-04-22,27.13,Apparel,6
C0218,ORD107563,Sep 27 2024,381.79,Electronics,3
C0780,ORD102889,01-12-2024,$51.57,,3
C0320,ORD104786,05/22/2024,"1,109.53",Beauty,7
C0709,ORD106531,11/12/2024,652.25,Beauty,6
C0925,ORD103388,11/12/2024,467.92,,7
C0619,ORD100618,11-12-2024,481.50,Footwear,4
C0848,ORD109888,Jul 07 2024,740.92,,4
C0465,ORD102360,15-04-2024,698.09,Sports,5
C0968,ORD103214,Aug 03 2024,287.68,Sports,3
C0266,ORD103965,Apr 28 2024,$363.78,Home,7
C0061,ORD102181,Jul 27 2024,460.94,Electronics,5
C0204,ORD103964,01/17/2024,$318.12,Home,5
C0205,ORD106331,12/05/2024,217.71,Beauty,3
C0184,ORD108156,03/27/2024,"1,176.59",,1
C0079,ORD103257,Sep 22 2024,$298.20,Footwear,6
C0049,ORD104986,2024-11-10,976.25,Sports,8
C0855,ORD105011,2024-06-30,109.20,,6
C0243,ORD102800,09/24/2024,772.11,Sports,4
C0716,ORD103908,2024-01-14,"1,077.36",,7
C0184,ORD107798,12/26/2024,82.85,Accessories,2
C0513,ORD109782,10-02-2024,$216.51,Accessories,1
C0780,ORD102438,11/09/2024,549.27,Electronics,6
C0851,ORD107107,Apr 27 2024,653.26,Footwear,1
C0465,ORD104273,13-10-2024,$747.51,Beauty,1
C0929,ORD101145,Dec 02 2024,231.46,Home,3
C0205,ORD103402,Mar 07 2024,$87.89,Home,7
C0274,ORD100273,2024-01-06,407.72,Beauty,1
C0998,ORD105104,2024-11-10,98.41,Beauty,3
C0686,ORD104123,2024-08-04,$588.41,,1
C0377,ORD103229,02/28/2024,101.43,Sports,3
C0339,ORD109505,2024-02-05,$1127.83,Sports,4
C0493,ORD108770,2024-11-17,340.16,Beauty,5
C0209,ORD105644,Aug 10 2024,790.62,Sports,5
C0585,ORD109989,2024-03-03,894.43,,7
C0301,ORD105228,Jun 03 2024,363.61,Electronics,2
C0547,ORD101219,2024-02-27,$701.27,,1
C0409,ORD102609,Jun 24 2024,$113.53,Electronics,8
C0660,ORD103126,2024-02-02,303.91,Apparel,3
C0225,ORD103503,29-12-2024,1067.05,Sports,5
C0297,ORD106225,2024-10-27,"1,059.38",Electronics,8
C0916,ORD105106,2024-09-04,353.33,Home,6
C0569,ORD104385,2024-08-21,690.48,Home,5
C0853,ORD106392,27-02-2024,465.03,Sports,7
C0590,ORD105783,2024-10-16,$1008.80,Home,1
C0620,ORD109665,2024-10-12,812.63,Apparel,3
C0656,ORD104040,04/21/2024,"1,087.23",Footwear,4
C0386,ORD102173,Jan 15 2024,1114.35,Accessories,2
C0580,ORD102943,03/31/2024,173.48,,3
C0317,ORD103256,30-03-2024,1198.55,Sports,2
C0743,ORD103870,22-01-2024,$1109.02,Electronics,3
C0663,ORD103481,07/11/2024,$511.05,Electronics,1
C0536,ORD105380,03/26/2024,578.17,Footwear,3
C0789,ORD101987,2024-03-13,$544.62,Electronics,5
C0889,ORD109633,2024-11-30,27.39,Electronics,6
C0476,ORD105061,01/19/2024,$166.77,Apparel,1
C0408,ORD108968,Feb 23 2024,-$1147.50,Home,1
C0871,ORD106639,06/24/2024,205.90,Accessories,5
C0689,ORD109920,Mar 11 2024,347.84,Electronics,8
C0238,ORD101576,2024-08-21,196.52,Footwear,8
C0226,ORD102146,May 02 2024,316.25,Accessories,3
C0519,ORD106703,May 10 2024,$223.93,Accessories,1
C0603,ORD108184,07/05/2024,489.89,Apparel,6
C0362,ORD102663,Sep 20 2024,$718.98,Home,6
C0761,ORD109902,28-05-2024,692.86,Sports,6
C0803,ORD104942,05/20/2024,$81.92,,6
C0322,ORD100321,2024-08-17,792.08,Footwear,6
C0106,ORD103751,04/26/2024,84.38,Home,2
C0762,ORD100761,2024-07-18,337.96,Home,7
C0273,ORD104539,2024-03-11,-$691.35,Beauty,8
C0051,ORD102184,07-08-2024,,Sports,4
C0728,ORD109274,2024-05-18,$812.27,Home,6
C0385,ORD102435,20-09-2024,$1186.69,Footwear,7
C0933,ORD107259,2024-03-04,290.06,Footwear,4
C0939,ORD101305,Aug 07 2024,888.85,Beauty,5
C0171,ORD108785,30-07-2024,348.29,Apparel,6
C0807,ORD103953,09/15/2024,237.60,,8
C0624,ORD104626,Apr 01 2024,,,2
C0108,ORD109030,Aug 18 2024,$911.28,Electronics,7
C0976,ORD109753,Sep 17 2024,$15.17,,4
C0061,ORD107804,2024-12-20,$956.29,,6
C0347,ORD105977,11-06-2024,$143.04,,5
C0752,ORD107408,07-06-2024,305.66,Electronics,3
C0439,ORD109320,05/27/2024,168.73,Footwear,6
C0197,ORD103358,11-12-2024,$898.14,Beauty,2
C0478,ORD106859,12/22/2024,947.61,Footwear,6
C0257,ORD104503,02/06/2024,64.72,Beauty,3
C0091,ORD106543,2024-05-03,373.41,Home,4
C0474,ORD106671,Apr 02 2024,734.25,,2
C0214,ORD101066,Jan 24 2024,24.72,Accessories,7
C0319,ORD104333,18-12-2024,622.79,Home,2
C0992,ORD108309,12/16/2024,219.23,Apparel,1
C0144,ORD100143,02-06-2024,1087.95,Apparel,3
C0967,ORD103184,11/20/2024,1051.28,Sports,8
C0038,ORD103360,Jun 05 2024,$320.88,Electronics,8
C0960,ORD107905,20-06-2024,271.54,Sports,1
C0439,ORD107677,Aug 01 2024,696.37,Beauty,4
C0981,ORD104086,2024-02-29,758.17,Sports,5
C0105,ORD107684,Apr 26 2024,,Electronics,1
C0779,ORD105995,Dec 21 2024,277.36,Beauty,5
C0429,ORD102052,Jan 17 2024,773.25,Footwear,1
C0369,ORD103211,Jan 29 2024,959.55,Apparel,7
C0646,ORD105966,03-01-2024,706.23,Apparel,3
C0619,ORD107788,2024-11-02,1103.22,,4
C0239,ORD109203,02-03-2024,113.25,Accessories,3
C0213,ORD101612,12/08/2024,725.73,Beauty,5
C0404,ORD104059,Sep 02 2024,$167.03,Apparel,8
C0646,ORD100645,Feb 18 2024,$775.22,Footwear,4
C0245,ORD106929,10-10-2024,$264.77,,4
C0146,ORD109606,30-01-2024,618.99,Apparel,8
C0328,ORD109089,Nov 09 2024,$515.13,,1
C0242,ORD107071,01/22/2024,339.60,Apparel,8
C0094,ORD103914,10-02-2024,64.40,Electronics,7
C0429,ORD101601,2024-07-21,568.45,Electronics,2
C0513,ORD109681,10/06/2024,107.45,Home,2
C0916,ORD100915,2024-12-20,997.36,Accessories,6
C0032,ORD105638,22-05-2024,$428.04,Electronics,6
C0453,ORD105822,10/28/2024,298.27,Sports,2
C0042,ORD105646,May 30 2024,"1,002.25",Home,1
C0913,ORD103271,Sep 20 2024,120.49,Footwear,8
C0790,ORD105082,Jul 26 2024,236.35,Electronics,6
C0929,ORD108721,27-09-2024,653.32,Footwear,6
C0302,ORD109572,Oct 08 2024,$537.87,Sports,7
C0744,ORD104498,Mar 09 2024,743.53,,4
C0600,ORD105122,2024-09-01,730.37,Electronics,6
C0265,ORD101299,03/02/2024,232.27,Apparel,4
C0908,ORD104278,Jul 07 2024,$230.80,Home,7
C0447,ORD108906,Oct 11 2024,634.51,Accessories,5
C0338,ORD106840,10/19/2024,577.64,Home,4
C0120,ORD109371,03-08-2024,758.17,Electronics,2
C0531,ORD103182,2024-07-05,82.07,Footwear,3
C0614,ORD101102,21-10-2024,$108.13,Accessories,6
C0021,ORD109342,10/16/2024,"1,078.79",Accessories,3
C0166,ORD101523,Sep 19 2024,56.80,Footwear,1
C0060,ORD105771,03/01/2024,$602.53,Electronics,2
C0676,ORD106188,Sep 23 2024,840.85,,6
C0954,ORD108929,07-10-2024,$438.65,Footwear,4
C0348,ORD100347,Aug 22 2024,1095.64,Apparel,4
C0908,ORD101386,05/24/2024,$749.87,Beauty,5
C0282,ORD108416,Dec 29 2024,281.00,Accessories,8
C0622,ORD104406,04/14/2024,621.46,Footwear,6
C0880,ORD106372,12-02-2024,805.43,Accessories,8
C0097,ORD108935,Jun 27 2024,671.58,Electronics,6
C0199,ORD103982,09-10-2024,728.63,Apparel,6
C0852,ORD107811,Oct 22 2024,,Apparel,7
C0028,ORD100027,Dec 29 2024,844.71,Footwear,8
C0827,ORD103575,09/22/2024,$452.16,Home,6
C0795,ORD109319,2024-01-17,434.51,Home,1
C0137,ORD103334,17-07-2024,280.71,Electronics,8
C0964,ORD105191,25-07-2024,402.09,Footwear,7
C0141,ORD101053,04/16/2024,416.43,Home,8
C0787,ORD106487,09/20/2024,$118.09,Sports,8
C0470,ORD109376,Aug 31 2024,548.41,Accessories,4
C0974,ORD103290,2024-02-06,657.95,Sports,7
C0526,ORD102763,2024-06-23,587.09,Home,4
C0100,ORD107348,Oct 25 2024,178.91,Home,7
C0628,ORD107653,2024-03-28,$722.05,Beauty,3
C0428,ORD107496,03/29/2024,$69.03,Electronics,1
C0826,ORD101123,06-10-2024,367.47,Electronics,1
C0802,ORD103603,11/04/2024,$163.59,Footwear,2
C0742,ORD108730,04/15/2024,562.09,Electronics,3
C0414,ORD103414,17-06-2024,$635.50,Apparel,4
C0060,ORD100059,2024-01-09,201.37,Sports,4
C0186,ORD100185,2024-11-16,153.17,,3
C0735,ORD102876,Feb 05 2024,$926.51,Footwear,2
C0911,ORD106976,08/09/2024,399.88,,5
C0742,ORD108042,09-04-2024,665.43,Home,5
C0333,ORD109390,09/23/2024,108.81,Footwear,7
C0881,ORD103687,02-02-2024,$655.32,Accessories,6
C0193,ORD102980,09/24/2024,307.12,Home,7
C0276,ORD108773,2024-12-21,$1016.65,Footwear,5
C0797,ORD105577,06/09/2024,$1107.61,Home,7
C0886,ORD102802,2024-05-10,942.79,Sports,4
C0862,ORD101008,Apr 09 2024,$457.77,Accessories,5
C0084,ORD107504,Jun 21 2024,$90.63,,8
C0429,ORD106535,Aug 24 2024,571.88,Beauty,2
C0150,ORD109951,10/31/2024,142.34,Beauty,3
C0754,ORD103165,02/23/2024,85.99,Home,2
C0906,ORD106054,18-04-2024,$939.88,,8
C0325,ORD109168,Jun 15 2024,218.21,Electronics,2
C0969,ORD104303,2024-10-07,50.12,Sports,6
C0926,ORD107942,2024-04-08,930.53,Beauty,2
C0397,ORD103144,2024-09-04,1145.23,Footwear,6
C0069,ORD102407,Mar 02 2024,322.78,Apparel,4
C0111,ORD100110,2024-02-09,$834.68,Footwear,1
C0694,ORD103713,Feb 09 2024,958.22,,3
C0188,ORD106518,Aug 13 2024,151.67,Beauty,4
C0341,ORD105757,2024-10-06,-$970.80,Home,2
C0246,ORD108689,10/30/2024,$1068.41,,3
C0683,ORD102379,01/24/2024,358.29,Footwear,8
C0247,ORD106765,Jul 26 2024,$66.44,Apparel,4
C0262,ORD101628,2024-09-03,$985.39,Accessories,2
C0699,ORD109605,Nov 17 2024,666.99,Sports,1
C0180,ORD107463,30-10-2024,159.47,Apparel,7
C0485,ORD100484,22-06-2024,$548.69,,1
C0309,ORD105668,12/03/2024,516.20,Accessories,8
C0400,ORD108821,Oct 30 2024,827.13,Electronics,2
C0079,ORD106361,Sep 28 2024,,Electronics,1
C0548,ORD102563,10/15/2024,713.37,Beauty,3
C0083,ORD103896,24-01-2024,$1107.87,,2
C0038,ORD106380,2024-07-06,"1,139.30",Sports,3
C0124,ORD108037,Jun 05 2024,749.87,,4
C0318,ORD109334,Aug 21 2024,1123.40,Footwear,8
C0591,ORD100590,08/19/2024,553.30,Home,8
C0655,ORD104211,Jan 25 2024,272.59,Apparel,3
C0851,ORD102553,2024-08-19,950.04,Beauty,2
C0465,ORD107548,2024-08-12,"1,199.30",Sports,2
C0677,ORD102614,2024-08-01,$1049.19,Apparel,2
C0501,ORD106838,06/02/2024,$533.67,Accessories,5
C0040,ORD106037,2024-03-15,541.12,Sports,6
C0108,ORD106210,Jan 12 2024,229.21,Beauty,3
C0003,ORD100002,2024-05-27,$772.97,Home,2
C0781,ORD106980,07/05/2024,$716.48,Footwear,1
C0294,ORD104070,11-09-2024,480.50,Beauty,7
C0423,ORD102153,2024-09-13,100.16,Home,4
C0394,ORD109150,2024-05-04,517.92,Apparel,6
C0433,ORD107257,2024-07-18,884.41,Apparel,5
C0325,ORD107569,Oct 19 2024,1110.77,Footwear,4
C0127,ORD105268,03/27/2024,$28.04,Sports,4
C0588,ORD101360,2024-07-29,97.98,Accessories,4
C0839,ORD106508,Jul 07 2024,$767.46,,5
C0176,ORD105645,10/23/2024,$280.39,Apparel,4
C0543,ORD100542,Aug 18 2024,1138.71,Electronics,1
C0760,ORD100759,Aug 16 2024,$366.88,Sports,7
C0882,ORD100881,May 09 2024,111.30,,2
C0451,ORD106202,Apr 12 2024,549.73,Beauty,2
C0645,ORD106677,May 10 2024,575.46,,3
C0431,ORD103631,2024-06-06,853.17,Footwear,8
C0917,ORD105182,09/04/2024,725.77,Sports,3
C0570,ORD107047,2024-03-25,$1129.44,Footwear,7
C0796,ORD108667,2024-11-03,$406.45,Apparel,5
C0462,ORD104028,Apr 08 2024,$895.77,Electronics,7
C0268,ORD102364,20-02-2024,$1095.20,Footwear,7
C0007,ORD100006,15-06-2024,320.93,Home,7
C0665,ORD102735,2024-02-18,$621.55,Beauty,1
C0878,ORD103752,16-11-2024,851.81,Sports,3
C0591,ORD105039,2024-03-27,$454.93,,1
C0428,ORD108340,04-11-2024,"1,089.33",Home,5
C0908,ORD100907,2024-02-24,129.34,Apparel,2
C0259,ORD107097,Dec 06 2024,358.01,Beauty,6
C0688,ORD101454,Jun 07 2024,447.85,,6
C0582,ORD104474,03/03/2024,361.61,Footwear,8
C0588,ORD102260,Sep 25 2024,$708.15,Home,5
C0624,ORD101308,Oct 29 2024,364.81,Footwear,8
C0847,ORD102456,Feb 16 2024,350.74,Apparel,1
C0375,ORD108645,Mar 30 2024,$734.61,Beauty,3
C0249,ORD109958,Apr 17 2024,$539.59,Footwear,7
C0485,ORD105634,Mar 05 2024,,Home,2
C0480,ORD109975,2024-06-06,$541.19,,4
C0341,ORD103009,May 07 2024,840.50,Home,2
C0100,ORD101990,03/03/2024,$551.54,Home,5
C0740,ORD106766,2024-12-07,$932.28,Home,7
C0032,ORD103892,2024-06-14,231.00,Electronics,2
C0198,ORD107320,07-11-2024,709.35,Accessories,2
C0214,ORD104034,02/20/2024,486.01,Accessories,1
C0139,ORD104374,23-03-2024,750.31,,4
C0121,ORD100120,11/07/2024,502.34,Beauty,7
C0894,ORD104722,12-04-2024,672.00,Electronics,8
C0652,ORD104978,25-12-2024,42.44,Footwear,7
C0969,ORD109472,Oct 20 2024,$631.01,Home,6
C0751,ORD103708,01-08-2024,121.24,Electronics,3
C0893,ORD106653,2024-12-16,$256.76,Home,3
C0138,ORD100137,04/04/2024,96.74,Sports,6
C0477,ORD105559,03-07-2024,$872.57,Footwear,5
C0201,ORD102505,11/17/2024,$868.56,Beauty,1
C0982,ORD104635,2024-05-21,787.38,Sports,5
C0523,ORD102433,12/03/2024,,,7
C0238,ORD100237,2024-02-26,60.06,Sports,2
C0536,ORD109769,Dec 18 2024,906.08,Beauty,7
C0571,ORD108648,2024-12-12,-$1034.29,Accessories,5
C0121,ORD105672,2024-09-28,827.10,Beauty,6
C0891,ORD101016,02/10/2024,$615.63,Footwear,6
C0297,ORD103068,04/04/2024,515.34,Home,7
C0603,ORD109943,18-06-2024,184.73,Footwear,2
C0095,ORD103974,2024-11-28,80.22,Electronics,2
C0139,ORD109703,2024-10-08,$961.08,Electronics,8
C0352,ORD100351,2024-05-31,519.10,Footwear,6
C0177,ORD107852,18-01-2024,"1,010.12",Apparel,5
C0944,ORD106244,25-11-2024,660.47,Sports,3
C0833,ORD100832,09/12/2024,92.82,Sports,3
C0323,ORD102202,2024-11-23,365.69,Apparel,4
C0174,ORD101379,11/21/2024,601.40,Apparel,5
C0890,ORD109560,Jan 11 2024,,Apparel,8
C0705,ORD103630,19-03-2024,977.59,Sports,3
C0314,ORD108962,2024-10-23,"1,055.50",Apparel,3
C0475,ORD102544,2024-10-20,$1078.80,Apparel,2
C0464,ORD109565,26-09-2024,$200.82,Sports,4
C0437,ORD102681,10/24/2024,$679.35,Accessories,6
C0452,ORD106715,Apr 21 2024,683.76,Accessories,1
C0885,ORD109246,29-06-2024,376.55,,4
C0977,ORD105002,2024-08-06,$429.35,Sports,6
C0734,ORD101517,05/13/2024,701.39,Accessories,4
C0571,ORD107177,2024-01-25,707.41,Accessories,8
C0319,ORD105206,11/25/2024,$461.28,Beauty,2
C0022,ORD101377,2024-04-03,1045.78,Home,5
C0784,ORD102071,16-09-2024,$370.67,Beauty,2
C0510,ORD106774,Feb 19 2024,540.06,Home,7
C0759,ORD102329,26-06-2024,$1184.30,,4
C0887,ORD100886,2024-03-06,$476.56,Sports,7
C0904,ORD104323,Jun 08 2024,756.19,Beauty,3
C0482,ORD108678,Nov 13 2024,199.62,Beauty,7
C0304,ORD103333,Jan 26 2024,980.20,Footwear,3
C0521,ORD108624,31-10-2024,$229.12,Beauty,6
C0712,ORD105887,Jul 10 2024,665.94,Home,5
C0292,ORD104829,2024-12-05,$465.89,Apparel,6
C0259,ORD108085,03/16/2024,710.15,Footwear,1
C0074,ORD101344,02/09/2024,286.55,,8
C0562,ORD105067,Dec 12 2024,557.53,Apparel,8
C0296,ORD100295,2024-09-25,902.04,Footwear,6
C0762,ORD101437,May 30 2024,$1135.11,Sports,4
C0565,ORD102577,08/21/2024,545.70,Electronics,4
C0546,ORD101943,07-03-2024,$1197.88,Sports,1
C0910,ORD101782,13-10-2024,228.14,Home,2
C0395,ORD106956,Dec 15 2024,$893.03,Apparel,2
C0858,ORD100857,12-12-2024,$908.59,Sports,6
C0810,ORD100809,06/15/2024,750.25,,1
C0536,ORD102099,24-06-2024,,Home,5
C0480,ORD105236,27-11-2024,157.42,Footwear,5
C0499,ORD106049,2024-01-15,607.93,Footwear,7
C0131,ORD102509,Aug 06 2024,65.94,Apparel,3
C0187,ORD104739,29-04-2024,"1,056.57",Footwear,3
C0361,ORD102459,Dec 14 2024,771.84,Beauty,1
C0931,ORD106062,2024-12-22,458.42,Electronics,5
C0076,ORD105440,07/08/2024,55.91,Beauty,8
C0753,ORD107673,04-11-2024,,Accessories,6
C0659,ORD104523,2024-09-26,840.25,Electronics,5
C0473,ORD104340,Mar 10 2024,$1125.02,Beauty,1
C0884,ORD107635,30-04-2024,308.43,Accessories,5
C0125,ORD103874,23-04-2024,536.58,,4
C0522,ORD102454,Dec 03 2024,894.35,Apparel,6
C0209,ORD101976,10/31/2024,$531.04,,7
C0370,ORD108006,Jan 09 2024,$93.47,Sports,3
C0169,ORD102985,10/08/2024,567.67,Home,5
C0755,ORD101906,Sep 12 2024,956.92,Home,3
C0298,ORD105669,Sep 15 2024,762.42,Apparel,4
C0523,ORD101884,2024-01-13,15.42,Electronics,3
C0492,ORD109318,2024-10-24,1028.76,Home,7
C0662,ORD106403,2024-01-16,-$806.84,Footwear,3
C0429,ORD109834,05-08-2024,513.24,Electronics,7
C0408,ORD106368,08-02-2024,$642.49,Home,7
C0542,ORD103986,26-01-2024,$300.42,Sports,7
C0742,ORD109928,13-07-2024,412.61,Accessories,1
C0326,ORD108152,Jul 14 2024,$351.42,Footwear,3
C0216,ORD107133,2024-11-22,1065.54,Accessories,1
C0960,ORD107342,04/03/2024,"1,156.19",Footwear,3
C0963,ORD104982,2024-03-30,342.97,Accessories,8
C0082,ORD101402,28-02-2024,$195.83,Beauty,4
C0202,ORD102426,02/17/2024,577.52,Footwear,4
C0586,ORD109801,2024-08-14,$56.94,Sports,7
C0233,ORD107925,09/30/2024,$936.50,Apparel,7
C0150,ORD100149,03-11-2024,442.68,Sports,8
C0746,ORD105198,28-10-2024,375.53,Apparel,1
C0379,ORD104201,26-09-2024,433.66,Beauty,4
C0079,ORD105560,07-03-2024,,Accessories,4
C0995,ORD108061,2024-03-19,$1080.77,Beauty,8
C0398,ORD105777,2024-10-12,926.46,Beauty,8
C0254,ORD100253,08/08/2024,$336.08,Apparel,1
C0969,ORD101626,19-04-2024,1115.19,Footwear,2
C0204,ORD104691,Feb 19 2024,$769.62,Footwear,7
C0895,ORD105468,06/05/2024,$483.94,Footwear,2
C0606,ORD109976,2024-09-06,,,6
C0487,ORD105394,12/05/2024,$807.44,,7
C0841,ORD107237,18-07-2024,$161.94,Accessories,4
C0141,ORD104605,Sep 14 2024,73.86,Electronics,1
C0105,ORD103472,Dec 27 2024,317.86,Electronics,4
C0906,ORD101709,07/08/2024,$437.63,Electronics,7
C0858,ORD104310,27-08-2024,555.33,Electronics,2
C0702,ORD100701,06/05/2024,$750.46,Home,8
C0192,ORD105864,2024-02-22,"1,028.86",Footwear,6
C0604,ORD104940,Feb 14 2024,$687.64,Electronics,5
C0406,ORD102439,Jul 14 2024,"1,054.33",Beauty,1
C0035,ORD107148,08/06/2024,660.32,Home,6
C0813,ORD101872,04/26/2024,965.00,,3
C0843,ORD100842,03/16/2024,910.01,Sports,1
C0706,ORD106095,2024-09-30,"1,027.01",Home,8
C0168,ORD100167,11/30/2024,$406.25,Home,5
C0409,ORD102691,2024-01-25,,Sports,1
C0397,ORD100396,28-12-2024,113.10,Home,3
C0588,ORD102594,07/24/2024,50.19,Accessories,6
C0609,ORD108975,11/29/2024,403.30,Accessories,8
C0132,ORD105615,2024-08-17,$589.74,Sports,3
C0675,ORD104224,24-05-2024,634.79,Apparel,1
C0510,ORD108461,10/24/2024,$951.00,Footwear,4
C0075,ORD102502,08/01/2024,397.33,,3
C0937,ORD107239,10-11-2024,,Footwear,2
C0841,ORD106512,Aug 15 2024,745.87,Electronics,6
C0673,ORD103123,2024-07-15,$69.16,,6
C0037,ORD101585,07/25/2024,736.92,,5
C0057,ORD108059,Jun 28 2024,$615.92,Sports,3
C0723,ORD102002,10/07/2024,$404.17,Electronics,5
C0878,ORD109187,13-07-2024,151.85,Home,2
C0613,ORD104262,2024-11-11,846.83,Apparel,4
C0243,ORD102761,2024-03-01,-$1004.41,Accessories,7
C0448,ORD107366,Mar 23 2024,584.65,,2
C0831,ORD105280,2024-06-08,797.74,Beauty,4
C0453,ORD106670,Jun 06 2024,600.31,,4
C0159,ORD104319,Jun 15 2024,$369.78,Accessories,5
C0639,ORD106308,2024-07-24,$1019.00,Apparel,2
C0491,ORD102068,Jul 19 2024,$1158.65,Beauty,2
C0535,ORD106475,09/02/2024,960.41,Home,5
C0963,ORD100962,Jan 02 2024,580.25,Footwear,4
C0963,ORD105938,Mar 18 2024,$341.51,Sports,3
C0422,ORD103730,03/25/2024,465.77,,4
C0515,ORD103579,03/28/2024,607.87,Sports,2
C0660,ORD109332,Mar 15 2024,104.24,Apparel,5
C0197,ORD105017,12/06/2024,,Beauty,7
C0133,ORD103287,10-12-2024,"1,129.90",,4
C0915,ORD102824,05-11-2024,$180.56,Home,7
C0978,ORD101697,01/21/2024,999.78,Accessories,8
C0628,ORD102940,02/21/2024,$794.27,Footwear,4
